plan_id,batch_id,system,alpha,epsilon,confidence,hard_constraints_passed,rule_penalty,reward_score,citations_count,status,created_at,mass_proxy,uniformity_penalty,score_total
batch_20250814_1710_variant_008,batch_20250814_1710,silicate,0.2386,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.777869,0.1497,0.8500,1.1526
batch_20250814_1710_variant_009,batch_20250814_1710,silicate,0.2386,0.7754,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.793599,0.3774,0.4500,1.3260
batch_20250814_1710_variant_010,batch_20250814_1710,silicate,0.2387,0.7749,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.809114,0.4977,0.2500,1.3943
batch_20250814_1710_variant_011,batch_20250814_1710,silicate,0.2387,0.7749,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.824721,0.5204,0.2500,1.3719
batch_20250814_1710_variant_012,batch_20250814_1710,silicate,0.2385,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.840193,0.5182,0.4500,1.1835
batch_20250814_1710_variant_013,batch_20250814_1710,silicate,0.2380,0.7752,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.855232,0.5455,0.4500,1.1595
batch_20250814_1710_variant_014,batch_20250814_1710,silicate,0.2387,0.7751,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.870677,0.5484,0.4187,1.1808
batch_20250814_1710_variant_015,batch_20250814_1710,silicate,0.2384,0.7752,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.886555,0.5786,0.4500,1.1233
batch_20250814_1710_variant_016,batch_20250814_1710,silicate,0.2385,0.7754,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.902541,0.6957,0.4500,1.0097
batch_20250814_1710_variant_017,batch_20250814_1710,silicate,0.2385,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.917883,0.6935,0.4500,1.0096
batch_20250814_1710_variant_018,batch_20250814_1710,silicate,0.2385,0.7754,0.6000,True,0.50,0.7000,1,success,2025-08-14T17:13:08.933177,0.6957,0.4500,1.0090
