plan_id,batch_id,system,alpha,epsilon,confidence,hard_constraints_passed,rule_penalty,reward_score,citations_count,status,created_at,mass_proxy,uniformity_penalty,score_total
batch_20250814_2006_variant_002,batch_20250814_2006,silicate,0.2388,0.7757,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.210615,0.1368,0.0,2.0211
batch_20250814_2006_variant_003,batch_20250814_2006,silicate,0.2385,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.226745,0.1497,0.25,1.7533
batch_20250814_2006_variant_004,batch_20250814_2006,silicate,0.2389,0.7757,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.242282,0.1497,0.25,1.7566
batch_20250814_2006_variant_005,batch_20250814_2006,silicate,0.2383,0.7757,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.257550,0.1368,0.45,1.5762
batch_20250814_2006_variant_006,batch_20250814_2006,silicate,0.2385,0.7755,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.272506,0.3774,0.0,1.7806
batch_20250814_2006_variant_007,batch_20250814_2006,silicate,0.2387,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.287084,0.3774,0.0,1.7707
batch_20250814_2006_variant_008,batch_20250814_2006,silicate,0.2386,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.302992,0.1497,0.85,1.1526
batch_20250814_2006_variant_009,batch_20250814_2006,silicate,0.2386,0.7754,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.318556,0.3774,0.45,1.326
batch_20250814_2006_variant_010,batch_20250814_2006,silicate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.334236,0.4977,0.25,1.3943
batch_20250814_2006_variant_011,batch_20250814_2006,silicate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.349861,0.5204,0.25,1.3719
batch_20250814_2006_variant_012,batch_20250814_2006,silicate,0.2385,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.365490,0.5182,0.45,1.1835
batch_20250814_2006_variant_013,batch_20250814_2006,silicate,0.238,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.381553,0.5455,0.45,1.1595
batch_20250814_2006_variant_014,batch_20250814_2006,silicate,0.2387,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.396690,0.5484,0.4187,1.1808
batch_20250814_2006_variant_015,batch_20250814_2006,silicate,0.2384,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.411995,0.5786,0.45,1.1233
batch_20250814_2006_variant_016,batch_20250814_2006,silicate,0.2385,0.7754,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.427227,0.6957,0.45,1.0097
batch_20250814_2006_variant_017,batch_20250814_2006,silicate,0.2385,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.442537,0.6935,0.45,1.0096
batch_20250814_2006_variant_018,batch_20250814_2006,silicate,0.2385,0.7754,0.6,True,0.5,0.7,1,success,2025-08-14T20:08:56.458710,0.6957,0.45,1.009
batch_20250814_2024_plan_001,batch_20250814_2024,zirconate,0.1532,0.7594,0.4163,True,2.81,0.6728,4,success,2025-08-14T20:24:27.877242,0.3067,0.0,2.2075
batch_20250814_2024_plan_002,batch_20250814_2024,zirconate,0.2099,0.8109,0.557,True,3.12,0.8577,4,success,2025-08-14T20:24:27.900283,0.7221,0.0,2.0976
batch_20250814_2024_plan_003,batch_20250814_2024,zirconate,0.2069,0.76,0.6872,True,1.51,0.6072,4,success,2025-08-14T20:24:27.926190,0.158,0.0,1.8916
batch_20250814_2024_plan_004,batch_20250814_2024,zirconate,0.2308,0.8456,0.7277,True,4.5,0.1533,3,success,2025-08-14T20:24:27.946232,0.173,0.0,3.0115
batch_20250814_2024_plan_005,batch_20250814_2024,zirconate,0.1569,0.782,0.7125,True,0.68,0.8356,3,success,2025-08-14T20:24:27.967408,0.4649,0.45,2.5584
batch_20250814_2024_plan_006,batch_20250814_2024,zirconate,0.2457,0.7501,0.7713,True,3.62,0.1073,3,success,2025-08-14T20:24:27.986561,0.5166,0.2071,0.3857
batch_20250814_2024_plan_007,batch_20250814_2024,zirconate,0.2307,0.8157,0.5465,False,3.81,0.5453,2,success,2025-08-14T20:24:28.013569,0.3418,0.0,2.2205
batch_20250814_2024_plan_008,batch_20250814_2024,zirconate,0.1955,0.7545,0.573,False,4.46,0.3288,3,success,2025-08-14T20:24:28.031898,0.3487,0.0,1.3861
batch_20250814_2024_plan_009,batch_20250814_2024,zirconate,0.2057,0.843,0.4736,False,1.74,0.2779,1,success,2025-08-14T20:24:28.054716,0.437,0.0,3.3109
batch_20250814_2024_plan_010,batch_20250814_2024,zirconate,0.2367,0.8048,0.5318,True,2.62,0.3739,3,success,2025-08-14T20:24:28.073651,0.2,0.0,2.1451
batch_20250814_2024_plan_011,batch_20250814_2024,zirconate,0.1913,0.7683,0.473,True,0.17,0.4097,1,success,2025-08-14T20:24:28.092609,0.6563,0.85,1.33
batch_20250814_2024_plan_012,batch_20250814_2024,zirconate,0.2429,0.8411,0.7888,True,0.66,0.8047,1,success,2025-08-14T20:24:28.122116,0.1934,0.0,3.423
batch_20250814_2024_variant_001,batch_20250814_2024,zirconate,0.2382,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.852714,0.1144,0.0,2.0415
batch_20250814_2024_variant_002,batch_20250814_2024,zirconate,0.2383,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.868465,0.1144,0.0,2.036
batch_20250814_2024_variant_003,batch_20250814_2024,zirconate,0.2388,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.882884,0.1144,0.0,2.0318
batch_20250814_2024_variant_004,batch_20250814_2024,zirconate,0.2386,0.775,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.898161,0.1218,0.25,1.7735
batch_20250814_2024_variant_005,batch_20250814_2024,zirconate,0.2387,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.913261,0.1218,0.25,1.7741
batch_20250814_2024_variant_006,batch_20250814_2024,zirconate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.927935,0.1218,0.25,1.7716
batch_20250814_2024_variant_007,batch_20250814_2024,zirconate,0.2385,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.943141,0.2908,0.0,1.8585
batch_20250814_2024_variant_008,batch_20250814_2024,zirconate,0.2389,0.7755,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.958522,0.2908,0.0,1.8611
batch_20250814_2024_variant_009,batch_20250814_2024,zirconate,0.2386,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.973781,0.2908,0.0,1.8577
batch_20250814_2024_variant_010,batch_20250814_2024,zirconate,0.2384,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:30.989599,0.3711,0.25,1.5306
batch_20250814_2024_variant_011,batch_20250814_2024,zirconate,0.2382,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.004543,0.3891,0.25,1.5087
batch_20250814_2024_variant_012,batch_20250814_2024,zirconate,0.2384,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.019162,0.4112,0.25,1.4887
batch_20250814_2024_variant_013,batch_20250814_2024,zirconate,0.2386,0.7748,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.034259,0.4301,0.45,1.2619
batch_20250814_2024_variant_014,batch_20250814_2024,zirconate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.049483,0.4536,0.45,1.239
batch_20250814_2024_variant_015,batch_20250814_2024,zirconate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.065257,0.4819,0.45,1.2106
batch_20250814_2024_variant_016,batch_20250814_2024,zirconate,0.2388,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.080646,0.587,0.45,1.1135
batch_20250814_2024_variant_017,batch_20250814_2024,zirconate,0.2386,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.096408,0.6232,0.45,1.0698
batch_20250814_2024_variant_018,batch_20250814_2024,zirconate,0.2385,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T20:27:31.112095,0.6662,0.45,1.0348
