plan_id,batch_id,system,alpha,epsilon,confidence,hard_constraints_passed,rule_penalty,reward_score,citations_count,status,created_at,mass_proxy,uniformity_penalty,score_total
batch_20250814_1714_plan_008,batch_20250814_1714,zirconate,0.1955,0.7545,0.573,False,4.46,0.3288,3,success,2025-08-14T17:14:17.365889,0.3487,0.0,1.3861
batch_20250814_1714_plan_009,batch_20250814_1714,zirconate,0.2057,0.843,0.4736,False,1.74,0.2779,1,success,2025-08-14T17:14:17.384740,0.437,0.0,3.3109
batch_20250814_1714_plan_010,batch_20250814_1714,zirconate,0.2367,0.8048,0.5318,True,2.62,0.3739,3,success,2025-08-14T17:14:17.411604,0.2,0.0,2.1451
batch_20250814_1714_plan_011,batch_20250814_1714,zirconate,0.1913,0.7683,0.473,True,0.17,0.4097,1,success,2025-08-14T17:14:17.430598,0.6563,0.85,1.33
batch_20250814_1714_plan_012,batch_20250814_1714,zirconate,0.2429,0.8411,0.7888,True,0.66,0.8047,1,success,2025-08-14T17:14:17.449566,0.1934,0.0,3.423
batch_20250814_1714_plan_013,batch_20250814_1714,zirconate,0.2478,0.7709,0.4,True,4.0,0.4623,1,success,2025-08-14T17:14:17.475494,0.6465,0.25,0.4008
batch_20250814_1714_plan_014,batch_20250814_1714,zirconate,0.1589,0.8416,0.7612,True,2.36,0.4083,4,success,2025-08-14T17:14:17.493654,0.4099,0.0,3.9984
batch_20250814_1714_plan_015,batch_20250814_1714,zirconate,0.1837,0.7755,0.5869,False,2.86,0.1435,2,success,2025-08-14T17:14:17.520005,0.3432,0.45,1.6491
batch_20250814_1714_variant_001,batch_20250814_1714,zirconate,0.2382,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.076277,0.1144,0.0,2.0415
batch_20250814_1714_variant_002,batch_20250814_1714,zirconate,0.2383,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.090879,0.1144,0.0,2.036
batch_20250814_1714_variant_003,batch_20250814_1714,zirconate,0.2388,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.105002,0.1144,0.0,2.0318
batch_20250814_1714_variant_004,batch_20250814_1714,zirconate,0.2386,0.775,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.119352,0.1218,0.25,1.7735
batch_20250814_1714_variant_005,batch_20250814_1714,zirconate,0.2387,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.133355,0.1218,0.25,1.7741
batch_20250814_1714_variant_006,batch_20250814_1714,zirconate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.147758,0.1218,0.25,1.7716
batch_20250814_1714_variant_007,batch_20250814_1714,zirconate,0.2385,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.162956,0.2908,0.0,1.8585
batch_20250814_1714_variant_008,batch_20250814_1714,zirconate,0.2389,0.7755,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.177857,0.2908,0.0,1.8611
batch_20250814_1714_variant_009,batch_20250814_1714,zirconate,0.2386,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.193219,0.2908,0.0,1.8577
batch_20250814_1714_variant_010,batch_20250814_1714,zirconate,0.2384,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.208470,0.3711,0.25,1.5306
batch_20250814_1714_variant_011,batch_20250814_1714,zirconate,0.2382,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.223774,0.3891,0.25,1.5087
batch_20250814_1714_variant_012,batch_20250814_1714,zirconate,0.2384,0.7751,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.238869,0.4112,0.25,1.4887
batch_20250814_1714_variant_013,batch_20250814_1714,zirconate,0.2386,0.7748,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.254106,0.4301,0.45,1.2619
batch_20250814_1714_variant_014,batch_20250814_1714,zirconate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.269034,0.4536,0.45,1.239
batch_20250814_1714_variant_015,batch_20250814_1714,zirconate,0.2387,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.283527,0.4819,0.45,1.2106
batch_20250814_1714_variant_016,batch_20250814_1714,zirconate,0.2388,0.7753,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.297898,0.587,0.45,1.1135
batch_20250814_1714_variant_017,batch_20250814_1714,zirconate,0.2386,0.7749,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.313166,0.6232,0.45,1.0698
batch_20250814_1714_variant_018,batch_20250814_1714,zirconate,0.2385,0.7752,0.6,True,0.5,0.7,1,success,2025-08-14T17:17:02.328924,0.6662,0.45,1.0348
